,age,job,marital
21730,30,admin.,single
21731,29,admin.,single
21732,45,technician,divorced
21733,30,admin.,single
21734,52,admin.,divorced
21735,40,technician,divorced
21736,32,admin.,married
21737,47,blue-collar,married
21738,36,technician,married
21739,55,housemaid,married
21740,31,technician,single
21741,30,technician,single
21742,57,services,married
21743,58,blue-collar,married
21744,32,admin.,divorced
21745,31,technician,single
21746,33,admin.,single
21747,29,services,married
21748,31,services,divorced
21749,38,technician,married
21750,52,blue-collar,married
21751,45,blue-collar,married
21752,48,blue-collar,married
21753,43,management,married
21754,31,services,married
21755,33,self-employed,married
21756,60,retired,married
21757,40,admin.,divorced
21758,32,technician,married
21759,40,admin.,divorced
21760,58,admin.,married
21761,51,blue-collar,married
21762,32,admin.,divorced
21763,32,technician,married
21764,35,admin.,divorced
21765,38,admin.,single
21766,30,technician,single
21767,48,blue-collar,married
21768,42,technician,divorced
21769,30,technician,single
21770,38,technician,married
21771,31,admin.,married
21772,31,admin.,single
21773,31,admin.,single
21774,38,technician,divorced
21775,55,retired,married
21776,29,technician,single
21777,33,admin.,single
21778,59,admin.,married
21779,29,admin.,married
21780,58,blue-collar,married
21781,33,admin.,single
21782,33,admin.,single
21783,39,management,divorced
21784,33,admin.,single
21785,37,technician,married
21786,33,admin.,single
21787,32,technician,married
21788,48,blue-collar,married
21789,33,admin.,married
21790,53,management,married
21791,33,admin.,single
21792,33,technician,married
21793,51,retired,married
21794,49,admin.,married
21795,46,admin.,single
21796,32,housemaid,married
21797,32,services,married
21798,36,technician,divorced
21799,31,admin.,married
21800,58,services,married
21801,32,admin.,single
21802,43,unemployed,married
21803,56,technician,married
21804,43,management,married
21805,49,admin.,married
21806,29,admin.,single
21807,32,technician,single
21808,42,admin.,single
21809,54,blue-collar,married
21810,32,technician,single
21811,55,services,married
21812,40,admin.,married
21813,42,admin.,single
21814,55,services,married
21815,33,admin.,single
21816,48,blue-collar,married
21817,31,technician,married
21818,31,technician,married
21819,36,admin.,married
21820,49,admin.,divorced
21821,31,admin.,single
21822,30,technician,single
21823,33,admin.,single
21824,29,admin.,single
21825,42,admin.,single
21826,42,admin.,single
21827,29,admin.,single
21828,45,management,married
21829,45,blue-collar,married
21830,33,admin.,married
21831,33,admin.,married
21832,29,admin.,single
21833,33,admin.,single
21834,42,technician,married
21835,30,admin.,single
21836,45,blue-collar,married
21837,36,self-employed,divorced
21838,40,technician,single
21839,40,technician,single
21840,40,technician,single
21841,32,management,married
21842,40,technician,single
21843,29,admin.,single
21844,29,admin.,single
21845,36,admin.,married
21846,50,blue-collar,married
21847,29,admin.,single
21848,36,technician,married
21849,56,technician,married
21850,44,entrepreneur,married
21851,36,technician,married
21852,44,entrepreneur,married
21853,42,technician,married
21854,32,admin.,married
21855,31,admin.,single
21856,31,technician,married
21857,46,blue-collar,married
21858,45,management,married
21859,31,entrepreneur,single
21860,54,self-employed,married
21861,59,retired,married
21862,32,admin.,married
21863,37,admin.,married
21864,29,technician,single
21865,30,admin.,single
21866,59,retired,married
21867,59,retired,married
21868,30,admin.,single
21869,57,housemaid,married
21870,54,blue-collar,married
21871,56,admin.,married
21872,57,blue-collar,married
21873,36,technician,divorced
21874,33,admin.,married
21875,57,blue-collar,married
21876,32,admin.,married
21877,31,technician,married
21878,50,blue-collar,married
21879,57,housemaid,married
21880,30,technician,single
21881,37,admin.,single
21882,29,admin.,single
21883,53,blue-collar,married
21884,46,blue-collar,married
21885,49,technician,married
21886,31,admin.,married
21887,30,admin.,single
21888,47,technician,married
21889,42,technician,married
21890,30,admin.,single
21891,33,admin.,single
21892,48,blue-collar,married
21893,30,blue-collar,single
21894,50,blue-collar,married
21895,32,admin.,divorced
21896,40,technician,single
21897,31,admin.,married
21898,43,management,married
21899,43,management,married
21900,31,admin.,single
21901,43,management,married
21902,43,management,married
21903,31,technician,single
21904,44,technician,single
21905,53,admin.,married
21906,57,services,married
21907,53,admin.,married
21908,44,blue-collar,married
21909,36,technician,single
21910,53,admin.,married
21911,45,management,married
21912,30,admin.,married
21913,60,retired,married
21914,48,admin.,married
21915,30,admin.,single
21916,47,technician,married
21917,51,admin.,married
21918,30,technician,single
21919,32,technician,single
21920,36,blue-collar,single
21921,35,management,married
21922,57,services,divorced
21923,32,admin.,single
21924,45,services,married
21925,33,management,married
21926,50,technician,divorced
21927,31,admin.,single
21928,29,technician,single
21929,48,technician,divorced
21930,30,technician,single
21931,31,unemployed,married
21932,36,technician,single
21933,29,technician,single
21934,31,technician,married
21935,29,technician,single
21936,39,admin.,single
21937,37,technician,married
21938,29,technician,single
21939,43,management,married
21940,32,admin.,single
21941,38,management,married
21942,31,technician,married
21943,32,technician,married
21944,32,admin.,single
21945,48,blue-collar,married
21946,30,admin.,married
21947,37,admin.,married
21948,40,technician,married
21949,37,technician,married
21950,41,admin.,divorced
21951,35,technician,single
21952,51,technician,single
21953,54,admin.,married
21954,36,admin.,married
21955,43,technician,married
21956,53,admin.,married
21957,53,admin.,married
21958,36,technician,married
21959,37,technician,single
21960,29,technician,married
21961,31,technician,married
21962,43,management,married
21963,33,admin.,divorced
21964,59,management,married
21965,58,admin.,divorced
21966,59,management,married
21967,59,management,married
21968,36,technician,married
21969,36,technician,married
21970,41,admin.,divorced
21971,45,management,married
21972,36,housemaid,single
21973,29,admin.,single
21974,42,technician,married
21975,31,technician,married
21976,34,admin.,married
21977,55,services,married
21978,32,admin.,divorced
21979,56,admin.,married
21980,34,technician,single
21981,34,technician,single
21982,34,technician,single
21983,41,admin.,divorced
21984,36,admin.,single
21985,39,technician,married
21986,52,blue-collar,married
21987,46,blue-collar,married
21988,35,technician,single
21989,35,technician,single
21990,44,blue-collar,married
21991,29,admin.,married
21992,35,technician,single
21993,30,technician,married
21994,30,admin.,single
21995,29,technician,single
21996,30,technician,married
21997,36,technician,married
21998,29,technician,single
21999,31,technician,single
22000,36,technician,married
22001,40,admin.,divorced
22002,53,admin.,married
22003,30,technician,single
22004,41,technician,divorced
22005,34,entrepreneur,married
22006,53,admin.,married
22007,32,admin.,married
22008,29,admin.,single
22009,34,admin.,married
22010,57,blue-collar,married
22011,31,technician,married
22012,43,admin.,divorced
22013,32,admin.,single
22014,48,blue-collar,married
22015,37,admin.,married
22016,47,housemaid,divorced
22017,56,retired,married
22018,45,blue-collar,married
22019,46,self-employed,married
22020,47,technician,married
22021,32,self-employed,married
22022,33,technician,married
22023,48,services,married
22024,43,admin.,married
22025,43,admin.,married
22026,35,management,married
22027,39,housemaid,married
22028,56,retired,married
22029,32,admin.,married
22030,50,admin.,married
22031,34,technician,married
22032,55,blue-collar,married
22033,31,technician,married
22034,45,unemployed,married
22035,54,admin.,married
22036,45,technician,divorced
22037,46,self-employed,married
22038,41,technician,married
22039,36,admin.,married
22040,50,admin.,married
22041,32,technician,married
22042,56,retired,married
22043,29,technician,single
22044,36,technician,married
22045,59,retired,married
22046,31,unemployed,married
22047,35,technician,single
22048,55,services,married
22049,31,technician,single
22050,51,admin.,married
22051,48,services,married
22052,31,technician,single
22053,42,admin.,married
22054,30,housemaid,married
22055,30,admin.,married
22056,34,admin.,single
22057,33,admin.,married
22058,46,services,married
22059,53,admin.,divorced
22060,48,services,married
22061,30,admin.,married
22062,52,admin.,single
22063,55,services,married
22064,42,admin.,married
22065,53,admin.,married
22066,56,self-employed,married
22067,36,admin.,married
22068,36,technician,single
22069,52,technician,married
22070,49,admin.,married
22071,49,technician,married
22072,36,admin.,single
22073,45,housemaid,married
22074,29,admin.,single
22075,31,unemployed,married
22076,34,technician,married
22077,44,technician,divorced
22078,47,admin.,divorced
22079,58,retired,married
22080,34,admin.,married
22081,37,self-employed,married
22082,43,admin.,married
22083,30,housemaid,married
22084,46,services,married
22085,30,technician,married
22086,45,blue-collar,married
22087,30,technician,single
22088,56,retired,married
22089,29,technician,single
22090,30,technician,single
22091,29,admin.,single
22092,31,admin.,single
22093,49,blue-collar,divorced
22094,58,retired,married
22095,54,blue-collar,married
22096,55,admin.,married
22097,30,admin.,married
22098,31,technician,married
22099,31,technician,single
22100,29,admin.,married
22101,30,housemaid,married
22102,41,technician,married
22103,31,technician,single
22104,46,self-employed,married
22105,34,technician,married
22106,44,unknown,married
22107,41,self-employed,divorced
22108,48,services,married
22109,43,admin.,married
22110,48,services,married
22111,43,admin.,married
22112,48,services,married
22113,55,technician,married
22114,49,blue-collar,married
22115,49,blue-collar,married
22116,36,technician,single
22117,49,blue-collar,married
22118,32,self-employed,married
22119,35,services,divorced
22120,33,technician,married
22121,51,technician,married
22122,44,blue-collar,married
22123,36,technician,single
22124,44,blue-collar,married
22125,44,blue-collar,married
22126,44,blue-collar,married
22127,42,technician,divorced
22128,41,self-employed,married
22129,35,technician,single
22130,41,self-employed,married
22131,35,technician,single
22132,53,admin.,married
22133,55,services,married
22134,52,admin.,married
22135,53,admin.,married
22136,44,housemaid,married
22137,43,admin.,married
22138,44,housemaid,married
22139,34,technician,married
22140,33,technician,married
22141,52,technician,married
22142,50,self-employed,married
22143,35,technician,married
22144,34,admin.,married
22145,42,admin.,married
22146,47,admin.,single
22147,31,admin.,single
22148,29,admin.,single
22149,29,admin.,divorced
22150,38,admin.,single
22151,30,admin.,single
22152,30,admin.,single
22153,30,admin.,single
22154,47,services,married
22155,32,technician,single
22156,31,admin.,single
22157,34,admin.,married
22158,48,admin.,married
22159,56,retired,married
22160,46,admin.,single
22161,29,admin.,single
22162,34,technician,married
22163,37,technician,single
22164,37,technician,single
22165,35,technician,single
22166,39,technician,married
22167,48,services,married
22168,48,services,married
22169,31,admin.,single
22170,51,management,married
22171,42,technician,married
22172,42,technician,married
22173,42,technician,married
22174,42,technician,married
22175,48,services,married
22176,29,admin.,single
22177,54,blue-collar,married
22178,50,blue-collar,married
22179,43,admin.,single
22180,39,housemaid,married
22181,53,services,married
22182,34,housemaid,single
22183,56,self-employed,married
22184,30,admin.,married
22185,30,admin.,married
22186,31,admin.,divorced
22187,34,admin.,married
22188,56,retired,married
22189,29,admin.,single
22190,32,admin.,single
22191,42,entrepreneur,married
22192,52,blue-collar,married
22193,30,technician,single
22194,30,technician,single
22195,32,technician,single
22196,30,technician,single
22197,30,technician,single
22198,30,technician,married
22199,48,blue-collar,married
22200,47,services,married
22201,30,technician,single
22202,49,services,married
22203,51,admin.,married
22204,32,admin.,married
22205,51,admin.,married
22206,54,housemaid,married
22207,33,housemaid,divorced
22208,30,admin.,single
22209,39,housemaid,married
22210,58,management,married
22211,39,housemaid,married
22212,46,unemployed,married
22213,60,self-employed,married
22214,51,admin.,married
22215,60,self-employed,married
22216,54,blue-collar,married
22217,46,self-employed,married
22218,30,admin.,single
22219,58,retired,married
22220,47,services,divorced
22221,57,blue-collar,married
22222,49,blue-collar,married
22223,36,admin.,married
22224,29,admin.,single
22225,54,housemaid,married
22226,29,admin.,single
22227,47,housemaid,married
22228,56,retired,married
22229,44,technician,divorced
22230,56,admin.,married
22231,31,management,married
22232,45,technician,single
22233,35,management,married
22234,37,admin.,married
22235,51,technician,married
22236,29,admin.,single
22237,30,technician,single
22238,55,technician,married
22239,46,self-employed,married
22240,55,admin.,married
22241,42,admin.,married
22242,41,technician,married
22243,38,technician,married
22244,56,housemaid,married
22245,33,technician,single
22246,49,blue-collar,married
22247,56,self-employed,married
22248,56,retired,married
22249,47,blue-collar,married
22250,50,admin.,married
22251,29,admin.,single
22252,29,admin.,divorced
22253,32,technician,married
22254,31,admin.,single
22255,49,services,married
22256,51,admin.,married
22257,45,housemaid,married
22258,56,self-employed,married
22259,42,technician,divorced
22260,51,management,married
22261,40,technician,married
22262,49,admin.,unknown
22263,31,admin.,single
22264,34,housemaid,married
22265,45,services,married
22266,31,admin.,single
22267,33,technician,married
22268,30,admin.,married
22269,49,admin.,unknown
22270,29,admin.,single
22271,44,blue-collar,married
22272,31,admin.,single
22273,56,blue-collar,married
22274,52,technician,married
22275,44,admin.,divorced
22276,45,services,married
22277,49,blue-collar,married
22278,35,technician,single
22279,34,technician,married
22280,56,admin.,married
22281,52,admin.,married
22282,50,admin.,married
22283,52,housemaid,married
22284,44,technician,divorced
22285,32,technician,married
22286,31,unemployed,married
22287,38,admin.,married
22288,39,admin.,married
22289,33,admin.,single
22290,56,self-employed,married
22291,44,admin.,divorced
22292,48,blue-collar,married
22293,35,technician,single
22294,29,technician,single
22295,30,admin.,single
22296,50,technician,married
22297,31,technician,single
22298,29,technician,single
22299,33,housemaid,divorced
22300,31,technician,single
22301,31,technician,single
22302,48,blue-collar,married
22303,48,blue-collar,married
22304,54,technician,divorced
22305,45,services,married
22306,31,technician,divorced
22307,31,technician,single
22308,35,technician,single
22309,30,admin.,married
22310,32,technician,married
22311,32,technician,married
22312,47,technician,single
22313,47,blue-collar,married
22314,31,technician,single
22315,54,blue-collar,married
22316,47,services,married
22317,45,technician,married
22318,32,housemaid,married
22319,45,technician,married
22320,29,technician,single
22321,37,technician,married
22322,48,services,married
22323,49,blue-collar,married
22324,33,admin.,single
22325,54,admin.,divorced
22326,48,management,married
22327,30,technician,single
22328,31,technician,single
22329,55,blue-collar,married
22330,55,blue-collar,married
22331,47,services,married
22332,37,technician,married
22333,55,blue-collar,married
22334,59,services,married
22335,34,technician,married
22336,55,blue-collar,married
22337,31,technician,single
22338,49,blue-collar,married
22339,40,management,married
22340,47,admin.,single
22341,34,technician,married
22342,31,technician,divorced
22343,29,admin.,single
22344,48,technician,married
22345,30,technician,married
22346,29,technician,single
22347,54,blue-collar,married
22348,34,technician,married
22349,31,technician,single
22350,55,blue-collar,married
22351,32,self-employed,single
22352,29,admin.,single
22353,29,admin.,single
22354,59,retired,married
22355,54,technician,divorced
22356,31,admin.,married
22357,36,admin.,single
22358,36,admin.,single
22359,32,services,married
22360,55,management,married
22361,50,admin.,married
22362,36,admin.,single
22363,53,blue-collar,married
22364,30,technician,divorced
22365,50,admin.,divorced
22366,41,housemaid,married
22367,50,admin.,married
22368,41,housemaid,married
22369,41,housemaid,married
22370,31,technician,single
22371,35,technician,single
22372,36,blue-collar,married
22373,57,technician,married
22374,57,technician,married
22375,57,retired,married
22376,31,admin.,divorced
22377,58,retired,married
22378,33,admin.,single
22379,33,admin.,single
22380,36,admin.,married
22381,29,technician,single
22382,30,technician,single
22383,30,technician,single
22384,34,technician,married
22385,39,admin.,married
22386,50,blue-collar,married
22387,30,technician,divorced
22388,29,admin.,single
22389,57,retired,married
22390,35,technician,single
22391,31,technician,single
22392,54,technician,divorced
22393,31,admin.,single
22394,30,technician,single
22395,45,housemaid,married
22396,55,retired,married
22397,51,blue-collar,married
22398,42,services,married
22399,42,services,married
22400,51,blue-collar,married
22401,31,technician,single
22402,45,blue-collar,married
22403,30,technician,single
22404,35,self-employed,married
22405,47,blue-collar,married
22406,32,admin.,married
22407,32,admin.,married
22408,44,admin.,married
22409,37,self-employed,married
22410,32,technician,married
22411,59,admin.,married
22412,44,services,married
22413,46,technician,married
22414,40,admin.,single
22415,33,admin.,married
22416,34,technician,divorced
22417,33,admin.,married
22418,59,retired,married
22419,56,admin.,married
22420,33,admin.,married
22421,33,admin.,married
22422,53,technician,married
22423,48,technician,married
22424,41,self-employed,married
22425,59,admin.,married
22426,46,services,married
22427,34,technician,divorced
22428,30,technician,single
22429,38,admin.,divorced
22430,46,services,married
22431,46,services,married
22432,46,services,married
22433,29,admin.,single
22434,41,self-employed,married
22435,34,housemaid,married
22436,39,housemaid,married
22437,47,admin.,married
22438,33,admin.,married
22439,39,housemaid,married
22440,29,admin.,single
22441,54,admin.,divorced
22442,51,blue-collar,married
22443,29,admin.,single
22444,51,blue-collar,married
22445,29,admin.,single
22446,45,blue-collar,married
22447,30,admin.,single
22448,34,admin.,married
22449,30,admin.,single
22450,30,admin.,single
22451,30,admin.,single
22452,29,admin.,single
22453,56,admin.,married
22454,48,services,married
22455,48,blue-collar,married
22456,46,services,married
22457,35,self-employed,married
22458,47,technician,married
22459,34,technician,married
22460,49,unemployed,married
22461,51,blue-collar,married
22462,30,admin.,married
22463,29,admin.,single
22464,42,services,married
22465,47,admin.,divorced
22466,59,retired,married
22467,35,technician,single
22468,47,blue-collar,married
22469,37,self-employed,married
22470,34,admin.,married
22471,37,self-employed,married
22472,50,technician,married
22473,59,technician,divorced
22474,50,technician,married
22475,34,admin.,single
22476,37,management,married
22477,56,retired,married
22478,56,retired,married
22479,35,technician,single
22480,51,blue-collar,married
22481,29,admin.,married
22482,55,blue-collar,married
22483,37,admin.,married
22484,33,unemployed,married
22485,33,unemployed,married
22486,47,services,married
22487,47,services,married
22488,31,technician,single
22489,32,admin.,single
22490,46,blue-collar,married
22491,46,blue-collar,married
22492,54,blue-collar,married
22493,59,retired,married
22494,54,blue-collar,married
22495,59,retired,married
22496,31,technician,single
22497,38,self-employed,married
22498,49,blue-collar,married
22499,30,technician,single
22500,29,technician,single
22501,30,technician,single
22502,29,admin.,single
22503,29,admin.,married
22504,30,admin.,single
22505,30,admin.,single
22506,38,self-employed,married
22507,57,technician,married
22508,48,blue-collar,married
22509,35,technician,single
22510,58,blue-collar,married
22511,39,housemaid,married
22512,58,blue-collar,married
22513,49,unemployed,married
22514,40,technician,single
22515,40,technician,single
22516,52,admin.,divorced
22517,34,technician,single
22518,30,technician,single
22519,33,admin.,married
22520,45,technician,married
22521,33,admin.,married
22522,30,technician,single
22523,29,technician,single
22524,36,admin.,married
22525,31,technician,married
22526,34,admin.,single
22527,54,blue-collar,married
22528,34,admin.,single
22529,59,retired,married
22530,53,blue-collar,married
22531,38,technician,single
22532,38,technician,single
22533,54,admin.,married
22534,32,technician,married
22535,34,technician,divorced
22536,53,blue-collar,married
22537,38,technician,single
22538,34,technician,divorced
22539,48,technician,married
22540,48,technician,married
22541,52,housemaid,married
22542,31,technician,married
22543,30,technician,single
22544,53,admin.,married
22545,59,retired,married
22546,56,services,married
22547,32,technician,married
22548,49,unemployed,married
22549,31,blue-collar,married
22550,32,admin.,married
22551,30,technician,single
22552,29,admin.,married
22553,30,technician,single
22554,45,services,married
22555,29,admin.,married
22556,31,technician,single
22557,32,technician,married
22558,32,admin.,single
22559,58,blue-collar,married
22560,30,technician,married
22561,33,admin.,single
22562,37,technician,single
22563,37,technician,married
22564,52,services,married
22565,31,admin.,single
22566,59,services,married
22567,56,blue-collar,married
22568,29,admin.,single
22569,36,management,married
22570,37,self-employed,married
22571,47,blue-collar,married
22572,48,admin.,married
22573,36,admin.,single
22574,56,retired,married
22575,49,admin.,divorced
22576,33,unemployed,married
22577,36,management,married
22578,31,technician,married
22579,31,blue-collar,married
22580,37,admin.,single
22581,39,admin.,married
22582,52,technician,married
22583,31,technician,married
22584,30,technician,single
22585,47,admin.,married
22586,33,admin.,married
22587,45,services,married
22588,32,technician,single
22589,42,admin.,single
22590,32,technician,married
22591,32,technician,divorced
22592,31,technician,married
22593,36,technician,single
22594,57,technician,married
22595,48,technician,married
22596,48,technician,married
22597,52,blue-collar,married
22598,29,technician,single
22599,29,technician,single
22600,57,technician,married
22601,52,admin.,married
22602,55,blue-collar,married
22603,48,admin.,single
22604,34,admin.,divorced
22605,30,admin.,single
22606,55,admin.,married
22607,53,admin.,divorced
22608,35,management,married
22609,37,management,married
22610,60,retired,married
22611,53,self-employed,married
22612,30,admin.,single
22613,32,technician,married
22614,33,admin.,married
22615,53,admin.,divorced
22616,59,retired,married
22617,40,management,married
22618,48,technician,married
22619,59,blue-collar,married
22620,47,blue-collar,married
22621,39,technician,married
22622,60,management,married
22623,59,admin.,married
22624,30,admin.,single
22625,51,unemployed,married
22626,31,technician,divorced
22627,60,management,married
22628,42,entrepreneur,married
22629,48,self-employed,married
22630,32,admin.,single
22631,41,self-employed,married
22632,59,management,married
22633,39,technician,married
22634,41,self-employed,married
22635,40,technician,married
22636,34,technician,divorced
22637,39,housemaid,married
22638,39,housemaid,married
22639,60,management,married
22640,43,housemaid,married
22641,55,technician,divorced
22642,44,blue-collar,married
22643,40,technician,married
22644,33,admin.,married
22645,30,management,married
22646,31,technician,divorced
22647,33,admin.,married
22648,36,admin.,married
22649,39,admin.,married
22650,39,admin.,married
22651,47,technician,married
22652,44,technician,single
22653,35,technician,single
22654,29,admin.,single
22655,58,technician,divorced
22656,42,entrepreneur,married
22657,36,technician,married
22658,31,technician,married
22659,52,admin.,single
22660,30,admin.,married
22661,31,technician,married
22662,39,housemaid,married
22663,36,technician,married
22664,45,admin.,married
22665,30,admin.,single
22666,56,blue-collar,married
22667,31,technician,married
22668,36,admin.,married
22669,34,technician,married
22670,57,blue-collar,married
22671,37,admin.,married
22672,34,admin.,single
22673,32,technician,single
22674,30,admin.,single
22675,49,management,married
22676,48,admin.,married
22677,31,technician,divorced
22678,35,technician,married
22679,35,admin.,married
22680,45,unemployed,married
22681,40,technician,single
22682,31,management,married
22683,51,services,married
22684,30,self-employed,married
22685,39,housemaid,married
22686,33,admin.,single
22687,57,blue-collar,married
22688,32,technician,single
22689,46,housemaid,married
22690,46,housemaid,married
22691,48,self-employed,married
22692,36,admin.,divorced
22693,33,admin.,single
22694,32,management,married
22695,32,technician,single
22696,54,blue-collar,married
22697,53,blue-collar,married
22698,31,technician,single
22699,31,technician,single
22700,32,admin.,divorced
22701,32,technician,married
22702,36,technician,single
22703,54,admin.,divorced
22704,45,technician,married
22705,32,admin.,married
22706,32,admin.,single
22707,32,admin.,single
22708,39,admin.,married
22709,31,technician,divorced
22710,52,housemaid,married
22711,58,services,married
22712,35,admin.,single
22713,48,technician,married
22714,35,management,married
22715,51,services,married
22716,52,housemaid,married
22717,31,technician,divorced
22718,60,housemaid,married
22719,45,blue-collar,married
22720,45,blue-collar,married
22721,36,admin.,married
22722,52,services,married
22723,47,technician,married
22724,35,housemaid,married
22725,33,technician,married
22726,46,blue-collar,married
22727,47,blue-collar,married
22728,35,management,divorced
22729,29,admin.,single
22730,29,admin.,single
22731,30,technician,single
22732,50,admin.,married
22733,31,technician,single
22734,40,technician,married
22735,33,management,married
22736,35,management,divorced
22737,39,technician,married
22738,42,admin.,divorced
22739,31,technician,single
22740,48,admin.,single
22741,41,admin.,divorced
22742,42,technician,divorced
22743,57,self-employed,married
22744,57,blue-collar,married
22745,30,admin.,single
22746,32,admin.,single
22747,40,admin.,single
22748,36,admin.,married
22749,37,admin.,single
22750,33,admin.,married
22751,35,technician,married
22752,33,technician,married
22753,33,self-employed,married
22754,31,technician,married
22755,44,blue-collar,married
22756,29,admin.,single
22757,30,technician,divorced
22758,37,admin.,married
22759,46,admin.,married
22760,41,admin.,married
22761,31,technician,married
22762,45,technician,divorced
22763,59,retired,married
22764,35,management,divorced
22765,32,housemaid,married
22766,50,technician,divorced
22767,35,technician,married
22768,30,admin.,single
22769,37,admin.,single
22770,49,services,married
22771,58,admin.,divorced
22772,37,admin.,single
22773,58,admin.,divorced
22774,50,blue-collar,married
22775,47,blue-collar,married
22776,29,technician,single
22777,35,management,divorced
22778,44,self-employed,married
22779,33,technician,married
22780,58,admin.,divorced
22781,50,housemaid,married
22782,50,housemaid,married
22783,60,retired,married
22784,47,blue-collar,divorced
22785,58,admin.,married
22786,57,self-employed,married
22787,60,blue-collar,married
22788,56,blue-collar,married
22789,30,admin.,single
22790,39,unemployed,married
22791,56,retired,married
22792,37,technician,single
22793,39,admin.,divorced
22794,52,services,married
22795,35,technician,married
22796,30,admin.,single
22797,47,blue-collar,married
22798,35,management,divorced
22799,53,housemaid,married
22800,35,technician,married
22801,58,admin.,divorced
22802,57,blue-collar,married
22803,53,management,married
22804,35,management,divorced
22805,37,admin.,single
22806,53,blue-collar,married
22807,35,management,married
22808,32,unemployed,married
22809,53,housemaid,married
22810,48,services,married
22811,47,blue-collar,married
22812,40,technician,married
22813,30,technician,single
22814,59,admin.,divorced
22815,29,admin.,single
22816,58,management,married
22817,58,admin.,divorced
22818,45,housemaid,married
22819,38,admin.,married
22820,53,admin.,divorced
22821,32,technician,single
22822,37,admin.,single
22823,42,technician,divorced
22824,47,admin.,married
22825,59,retired,married
22826,53,management,married
22827,44,blue-collar,married
22828,47,blue-collar,married
22829,39,admin.,married
22830,47,blue-collar,married
22831,29,admin.,single
22832,54,housemaid,married
22833,50,housemaid,married
22834,48,services,married
22835,54,blue-collar,married
22836,55,retired,married
22837,43,technician,divorced
22838,49,services,married
22839,42,admin.,divorced
22840,32,technician,single
22841,33,admin.,married
22842,56,technician,married
22843,48,housemaid,married
22844,48,housemaid,married
22845,59,retired,married
22846,37,technician,married
22847,40,technician,married
22848,31,admin.,single
22849,51,services,married
22850,51,blue-collar,married
22851,57,blue-collar,married
22852,47,blue-collar,married
22853,38,admin.,married
22854,44,self-employed,married
22855,42,admin.,single
22856,42,technician,married
22857,56,admin.,married
22858,52,blue-collar,married
22859,40,admin.,married
22860,31,admin.,married
22861,40,admin.,married
22862,56,technician,married
22863,33,self-employed,married
22864,52,services,married
22865,47,management,married
22866,37,technician,married
22867,29,admin.,single
22868,35,management,divorced
22869,45,blue-collar,married
22870,51,services,married
22871,48,blue-collar,married
22872,30,entrepreneur,married
22873,32,housemaid,married
22874,29,admin.,single
22875,45,services,married
22876,49,housemaid,married
22877,33,technician,married
22878,34,self-employed,married
22879,59,retired,married
22880,32,technician,married
22881,31,technician,married
22882,49,blue-collar,married
22883,42,management,married
22884,30,technician,divorced
22885,44,blue-collar,married
22886,44,blue-collar,married
22887,30,technician,single
22888,29,admin.,married
22889,40,technician,married
22890,35,management,married
22891,50,blue-collar,married
22892,42,technician,divorced
22893,40,admin.,married
22894,55,housemaid,married
22895,32,admin.,single
22896,58,management,married
22897,33,technician,single
22898,58,retired,married
22899,41,admin.,married
22900,53,blue-collar,married
22901,52,services,married
22902,35,technician,single
22903,34,self-employed,married
22904,30,technician,divorced
22905,46,admin.,married
22906,32,technician,single
22907,45,management,married
22908,55,blue-collar,married
22909,52,housemaid,married
22910,57,admin.,married
22911,54,housemaid,married
22912,59,admin.,divorced
22913,37,technician,married
22914,32,admin.,single
22915,50,services,married
22916,46,blue-collar,married
22917,35,technician,single
22918,52,services,married
22919,52,blue-collar,married
22920,47,blue-collar,married
22921,47,blue-collar,divorced
22922,55,blue-collar,married
22923,29,admin.,single
22924,57,services,married
22925,35,technician,married
22926,57,self-employed,married
22927,57,blue-collar,married
22928,47,technician,married
22929,33,admin.,single
22930,45,management,married
22931,45,blue-collar,married
22932,51,blue-collar,married
22933,54,blue-collar,married
22934,39,technician,divorced
22935,57,services,married
22936,36,technician,married
22937,31,technician,divorced
22938,45,admin.,divorced
22939,43,technician,married
22940,36,housemaid,married
22941,55,management,married
22942,49,admin.,single
22943,31,technician,divorced
22944,59,management,married
22945,36,admin.,single
22946,53,management,married
22947,48,blue-collar,married
22948,50,blue-collar,married
22949,43,technician,married
22950,34,technician,married
22951,32,technician,divorced
22952,41,technician,divorced
22953,57,retired,married
22954,38,technician,single
22955,40,management,married
22956,41,technician,married
22957,46,blue-collar,married
22958,41,admin.,single
22959,37,admin.,single
22960,53,unknown,married
22961,59,retired,married
22962,54,blue-collar,married
22963,60,retired,married
22964,39,technician,divorced
22965,54,blue-collar,married
22966,59,management,married
22967,53,admin.,married
22968,47,self-employed,married
22969,31,admin.,married
22970,38,admin.,married
22971,59,retired,married
22972,57,admin.,married
22973,29,admin.,single
22974,59,housemaid,married
22975,56,retired,married
22976,40,technician,married
22977,59,technician,married
22978,59,retired,married
22979,44,admin.,married
22980,45,admin.,divorced
22981,45,admin.,divorced
22982,56,services,married
22983,43,admin.,single
22984,43,technician,married
22985,56,services,married
22986,53,admin.,married
22987,44,technician,married
22988,50,management,married
22989,37,technician,married
22990,50,blue-collar,married
22991,47,self-employed,married
22992,38,admin.,married
22993,50,admin.,married
22994,34,technician,married
22995,46,technician,married
22996,59,housemaid,married
22997,38,technician,married
22998,55,management,married
22999,47,unknown,married
23000,58,retired,married
23001,38,admin.,married
